product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
"530 (Yellow, EU 44)",Shoes,140.0,270.0,1222.0,New Balance,8.75,506.0,7/15/2021,yellow,171080.0
F-91W (Black),Watches,20.0,0.0,366.0,Casio,8.5,74.0,12/25/2025,black,7320.0
Pico (Green),Gaming Consoles,120.0,14.0,2062.0,Sega,8.5,617.0,9/18/2025,green,247440.0
"Tab P11 Pro (1TB, Green)",Tablets,799.0,98.0,862.0,Lenovo,8.3,373.0,8/12/2021,green,688738.0
"ThinkPad T14 (64GB, Green)",Laptops,1800.0,84.0,451.0,Lenovo,8.75,0.0,6/28/2020,green,811800.0
North Avenue Desk (Gray),Furniture,150.0,152.0,1464.0,Sauder,8.5,816.0,3/16/2025,gray,219600.0
"MacBook Air M2 (2022) (256GB, Gray)",Laptops,1099.0,0.0,1380.0,Apple,9.2,674.0,2/13/2025,gray,1516620.0
Poäng Armchair (Blue),Furniture,89.0,83.0,583.0,IKEA,8.25,7.0,11/16/2024,blue,51887.0
Apex 7 (White),Keyboards,159.99,,1323.0,SteelSeries,9.2,488.0,1/19/2020,white,211666.77000000002
Apex 350 (Gray),Keyboards,120.0,348.0,740.0,SteelSeries,8.5,98.0,4/10/2020,gray,88800.0
"Tab M8 (256GB, Purple)",Tablets,199.99,363.0,885.0,Lenovo,8.2,334.0,8/4/2025,purple,176991.15
Greyleigh Coffee Table (Yellow),Furniture,350.0,47.0,623.0,Wayfair,8.25,95.0,12/24/2022,yellow,218050.0
"MacBook Air M1 (2020) (64GB, Yellow)",Laptops,1099.0,14.0,1341.0,Apple,9.45,558.0,6/9/2020,yellow,1473759.0
Jenga (Yellow),Toys,14.99,351.0,735.0,Hasbro,8.5,78.0,7/22/2024,yellow,11017.65
"8-Series Q825 (43"", Purple frame)",TVs,450.0,258.0,677.0,TCL,8.25,154.0,11/3/2025,purple,304650.0
"55PUS7334 (65"", Orange frame)",TVs,750.0,313.0,590.0,Philips,8.2,126.0,6/1/2022,orange,442500.0
"Move Style Edition (Wireless, Orange)",Headphones,100.0,0.0,1067.0,Jabra,8.5,409.0,3/26/2020,orange,106700.0
"Classic Leather (Yellow, EU 38)",Shoes,85.0,75.0,1252.0,Reebok,8.75,521.0,5/16/2020,yellow,106420.0
K68 RGB (Blue),Keyboards,99.99,68.0,1093.0,Corsair,8.75,352.0,10/2/2025,blue,109289.06999999999
"7T (64GB, Brown)",Smartphones,399.0,0.0,843.0,OnePlus,8.75,152.0,5/26/2023,brown,336357.0
Watch Series 6 (Blue),Watches,399.0,21.0,532.0,Apple,8.75,374.0,12/28/2022,blue,212268.0
Prime Wireless (White),Mice,139.99,40.0,1207.0,SteelSeries,8.75,503.0,10/20/2024,white,168967.93000000002
"iPhone 7 (128GB, Blue)",Smartphones,200.0,98.0,1044.0,Apple,8.23,480.0,4/13/2024,blue,208800.0
Apex 5 (Gray),Keyboards,99.99,87.0,850.0,SteelSeries,8.75,131.0,10/27/2025,gray,84991.5
"Galaxy S7 (256GB, Brown)",Smartphones,250.0,346.0,481.0,Samsung,7.5,140.0,12/12/2020,brown,120250.0
"Surface Pro 7 (256GB, Blue)",Tablets,899.0,210.0,947.0,Microsoft,8.75,348.0,6/11/2025,blue,851353.0
Naga Trinity (Yellow),Mice,99.99,378.0,722.0,Razer,8.5,74.0,10/11/2023,yellow,72192.78
"IdeaPad 5 (256GB, Brown)",Laptops,600.0,4.0,1013.0,Lenovo,8.2,520.0,7/4/2021,brown,607800.0
Cynosa Chroma (Black),Keyboards,59.99,446.0,973.0,Razer,8.45,319.0,9/24/2021,black,58370.270000000004
"WH-1000XM3 (Wired, Red)",Headphones,229.99,233.0,1385.0,Sony,9.5,444.0,4/5/2022,red,318536.15
"Future Rider (White, EU 39)",Shoes,80.0,0.0,1259.0,Puma,8.5,607.0,11/19/2020,white,100720.0
"Smash (Purple, EU 42)",Shoes,60.0,42.0,812.0,Puma,8.5,153.0,6/11/2024,purple,48720.0
"P30 Pro (128GB, Orange)",Smartphones,499.0,0.0,1404.0,Huawei,8.5,788.0,4/9/2020,orange,700596.0
PlayStation Classic (White),Gaming Consoles,99.99,0.0,1675.0,Sony,7.5,660.0,11/18/2025,white,167483.25
"Mi 11 (128GB, Gray)",Smartphones,499.0,27.0,1344.0,Xiaomi,8.5,733.0,1/24/2023,gray,670656.0
K400 Plus (Orange),Keyboards,29.99,27.0,907.0,Logitech,8.5,253.0,10/18/2020,orange,27200.93
"Cotton Chino Pants (Green, XS)",Clothing,29.99,185.0,770.0,H&M,8.45,111.0,9/21/2024,green,23092.3
"Smash (Red, EU 46)",Shoes,70.0,0.0,1328.0,Puma,8.5,651.0,3/14/2022,red,92960.0
Creator Expert Taj Mahal (10256) (Black),Toys,399.99,0.0,892.0,LEGO,9.2,96.0,3/14/2021,black,356791.08
"513 Slim Straight (Yellow, XS)",Clothing,69.5,458.0,1108.0,Levi's,8.75,382.0,6/11/2023,yellow,77006.0
Monster High Doll (Red),Toys,24.99,157.0,1361.0,Mattel,8.5,684.0,8/5/2020,red,34011.39
"5 (512GB, White)",Smartphones,699.0,0.0,1249.0,OnePlus,8.75,608.0,10/25/2022,white,873051.0
Viper Mini (Black),Mice,39.99,0.0,1480.0,Razer,8.7,744.0,10/22/2025,black,59185.200000000004
"iPad Air (2020) (256GB, Red)",Tablets,749.0,21.0,1073.0,Apple,8.75,451.0,8/30/2025,red,803677.0
Andover Mills Bookcase (Purple),Furniture,150.0,31.0,705.0,Wayfair,7.85,236.0,7/24/2023,purple,105750.0
PlayStation 4 (Blue),Gaming Consoles,299.0,0.0,1920.0,Sony,8.75,503.0,6/6/2022,blue,574080.0
"Tab M8 (512GB, White)",Tablets,299.99,165.0,451.0,Lenovo,7.85,21.0,7/28/2020,white,135295.49
"Tech Shorts (Blue, S)",Clothing,35.0,257.0,1128.0,Under Armour,8.75,386.0,4/26/2024,blue,39480.0
"8T (1TB, Gray)",Smartphones,599.0,396.0,915.0,OnePlus,8.75,268.0,3/4/2021,gray,548085.0
"OLED G1 (55"", Green frame)",TVs,1799.0,0.0,718.0,LG,9.2,123.0,9/4/2025,green,1291682.0
"Q950TS 8K QLED (50"", Black frame)",TVs,1999.0,,1248.0,Samsung,9.2,669.0,1/22/2020,black,2494752.0
32X (Brown),Gaming Consoles,120.0,101.0,589.0,Sega,7.5,11.0,2/8/2024,brown,70680.0
"Galaxy Tab S7 (512GB, Brown)",Tablets,799.0,0.0,1037.0,Samsung,8.5,491.0,9/30/2023,brown,828563.0
"Air Force 1 (Black, EU 46)",Shoes,120.0,444.0,1185.0,Nike,8.75,472.0,5/19/2021,black,142200.0
"Classic Leather (Gray, EU 46)",Shoes,85.0,496.0,1206.0,Reebok,8.5,553.0,8/29/2024,gray,102510.0
The Grind Control (Red),Kitchen,299.95,60.0,1278.0,Breville,8.75,572.0,9/1/2020,red,383336.1
Ektorp Sofa (White),Furniture,399.0,0.0,737.0,IKEA,8.5,128.0,12/24/2024,white,294063.0
K70 RGB MK.2 (Orange),Keyboards,160.0,209.0,1211.0,Corsair,8.75,501.0,6/18/2024,orange,193760.0
"AirPods (3rd generation) (Wired, Brown)",Headphones,179.0,0.0,735.0,Apple,8.75,31.0,10/7/2024,red,131565.0
"Linen Blend Shirt (Green, XS)",Clothing,29.99,0.0,1069.0,H&M,8.2,481.0,7/22/2021,green,32059.309999999998
Air Hogs Super Soft (Gray),Toys,29.99,437.0,1031.0,Spin Master,8.25,420.0,6/13/2022,gray,30919.69
"TUF Gaming A15 (128GB, Blue)",Laptops,899.0,0.0,817.0,Asus,8.5,290.0,6/6/2025,blue,734483.0
Xbox Series X (Red),Gaming Consoles,499.0,0.0,1699.0,Microsoft,9.2,271.0,12/26/2024,red,847801.0
Magic Mouse 2 (Orange),Mice,79.0,0.0,743.0,Apple,8.5,90.0,2/28/2025,orange,58697.0
"50S535 (65"", Gray frame)",TVs,599.0,195.0,842.0,TCL,8.75,194.0,2/24/2020,gray,504358.0
K65 RGB Mini (Green),Keyboards,109.99,428.0,1065.0,Corsair,8.5,411.0,12/3/2023,green,117139.34999999999
"Tab P12 Pro (1TB, White)",Tablets,899.0,21.0,809.0,Lenovo,8.5,264.0,8/9/2022,white,727291.0
"QLED Q80A (75"", Purple frame)",TVs,1999.0,180.0,689.0,Samsung,8.7,275.0,7/9/2022,purple,1377311.0
Apex Raw (Blue),Keyboards,79.99,98.0,1249.0,SteelSeries,8.75,507.0,4/17/2023,blue,99907.51
"NMD R1 (Yellow, EU 38)",Shoes,140.0,0.0,1430.0,Adidas,8.75,697.0,1/16/2025,yellow,200200.0
G Pro Mechanical (Gray),Keyboards,129.99,4.0,1357.0,Logitech,8.75,624.0,5/20/2020,gray,176396.43000000002
Harry Potter Hogwarts Castle (71043) (Orange),Toys,469.99,0.0,1235.0,LEGO,9.6,331.0,8/11/2022,orange,580437.65
"Galaxy Tab S7 FE (256GB, Black)",Tablets,529.99,0.0,647.0,Samsung,8.6,39.0,7/23/2025,black,342903.53
Strandmon Wing Chair (Gray),Furniture,279.0,0.0,652.0,IKEA,8.6,7.0,8/6/2025,gray,181908.0
"AirPods (2nd generation) (Wired, Green)",Headphones,129.0,0.0,1143.0,Apple,8.7,435.0,8/11/2024,red,147447.0
Porter Panel Bed (Gray),Furniture,450.0,21.0,1227.0,Ashley Furniture,8.5,614.0,8/15/2025,gray,552150.0
"ZenBook 14 UX425 (128GB, Gray)",Laptops,799.0,67.0,898.0,Asus,8.5,355.0,10/9/2020,gray,717502.0
"Alphaskin Tights (Yellow, XS)",Clothing,40.0,97.0,1396.0,Adidas,8.5,706.0,9/12/2021,yellow,55840.0
"XPS 15 (9500) (64GB, Blue)",Laptops,2500.0,181.0,895.0,Dell,8.75,529.0,6/24/2023,blue,2237500.0
"WH-XB900N (Wired, Black)",Headphones,149.99,166.0,1516.0,Sony,8.75,772.0,8/2/2020,red,227384.84000000003
Mistana Armchair (Red),Furniture,300.0,0.0,926.0,Wayfair,8.5,295.0,11/22/2020,red,277800.0
"Launch SW 7"" Shorts (Green, XXL)",Clothing,35.0,412.0,1118.0,Under Armour,8.75,372.0,9/16/2022,green,39130.0
K380 (Brown),Keyboards,39.99,402.0,1034.0,Logitech,8.75,297.0,3/12/2021,brown,41349.66
"7 Pro (1TB, Green)",Smartphones,749.0,470.0,924.0,OnePlus,8.5,370.0,5/31/2020,green,692076.0
Bjursta Extendable Table (Red),Furniture,249.0,492.0,754.0,IKEA,8.5,127.0,8/23/2020,red,187746.0
"Redmi Note 11 (128GB, Purple)",Smartphones,220.0,311.0,1172.0,Xiaomi,8.5,522.0,9/1/2023,red,257840.0
VCS (2021) (White),Gaming Consoles,299.99,79.0,531.0,Atari,7.5,1.0,6/9/2025,white,159294.69
"Evolve2 65 (Wireless, Yellow)",Headphones,249.99,0.0,1376.0,Jabra,8.75,633.0,4/16/2020,yellow,343986.24
Pax Wardrobe (White),Furniture,500.0,150.0,603.0,IKEA,8.5,18.0,3/25/2020,white,301500.0
"Pro HyperWarm Top (Purple, M)",Clothing,60.0,0.0,1494.0,Nike,8.75,751.0,1/5/2021,purple,89640.0
G512 Carbon (Orange),Keyboards,99.99,148.0,727.0,Logitech,8.75,10.0,12/21/2025,orange,72692.73
Genesis Mini (Purple),Gaming Consoles,79.99,219.0,1941.0,Sega,8.75,493.0,1/9/2023,purple,155260.59
"iPad Air (2020) (256GB, White)",Tablets,749.0,,788.0,Apple,9.2,45.0,2/22/2020,white,590212.0
"MatePad T10 (64GB, Blue)",Tablets,150.0,162.0,581.0,Huawei,7.5,223.0,7/29/2022,blue,87150.0
Willenburg Upholstered Bed (Blue),Furniture,450.0,410.0,1332.0,Ashley Furniture,8.75,651.0,3/21/2021,red,599400.0
City Police Station (60141) (Red),Toys,99.99,59.0,877.0,LEGO,8.75,159.0,4/20/2024,red,87691.23
Wireless Mouse 900 (White),Mice,29.99,197.0,920.0,Microsoft,8.5,247.0,5/16/2025,white,27590.8
"Ultraboost 21 (Brown, EU 38)",Shoes,180.0,259.0,1325.0,Adidas,8.75,583.0,7/8/2024,brown,238500.0
Magic Trackpad (2021) (White),Mice,129.0,0.0,1251.0,Apple,8.75,524.0,8/13/2022,white,161379.0
"SoundLink Around-Ear II (Wireless, Purple)",Headphones,229.0,465.0,893.0,Bose,8.75,195.0,7/12/2021,purple,204497.0
Edge Water Computer Desk (Blue),Furniture,180.0,366.0,1440.0,Sauder,8.5,748.0,1/4/2024,blue,259200.0
Smart WiFi (Gray),Kitchen,49.99,291.0,1029.0,Instant Pot,8.75,291.0,6/11/2020,gray,51439.71
Monster High Doll (Purple),Toys,24.99,398.0,782.0,Mattel,8.75,55.0,10/11/2022,purple,19542.18
PlayStation Classic (Green),Gaming Consoles,100.0,0.0,1016.0,Sony,7.5,270.0,9/15/2024,green,101600.0
"Noise Cancelling Headphones 700 (Wireless, Yellow)",Headphones,379.0,271.0,738.0,Bose,8.75,62.0,8/24/2022,yellow,279702.0
Arc Mouse (Purple),Mice,79.99,0.0,1060.0,Microsoft,8.45,412.0,9/3/2024,purple,84789.4
Designer Compact Keyboard (Green),Keyboards,129.99,0.0,776.0,Microsoft,8.75,64.0,7/31/2020,green,100872.24
Apex Pro (Green),Keyboards,199.99,385.0,1058.0,SteelSeries,9.0,281.0,8/3/2022,green,211589.42
"Ribcage Straight Ankle (Green, XS)",Clothing,98.0,132.0,1226.0,Levi's,8.75,488.0,8/5/2025,green,120148.0
Sense (Black),Watches,299.95,60.0,704.0,Fitbit,8.75,709.0,9/3/2020,black,211164.8
"EliteBook 840 G6 (64GB, Gray)",Laptops,1200.0,361.0,706.0,HP,8.5,220.0,8/16/2025,gray,847200.0
Wired Keyboard 600 (Blue),Keyboards,25.0,0.0,873.0,Microsoft,8.5,197.0,1/5/2025,red,21825.0
"MacBook Pro 14 (2023) (128GB, Orange)",Laptops,1999.0,399.0,580.0,Apple,9.3,4.0,5/22/2025,orange,1159420.0
"WH-CH710N (Wired, Brown)",Headphones,99.99,159.0,807.0,Sony,8.35,203.0,5/2/2021,red,80691.93
Foodi Multi-Cooker (Purple),Kitchen,249.99,84.0,1357.0,Ninja,8.7,660.0,5/1/2022,purple,339236.43
Apex 7 (Green),Keyboards,130.0,0.0,1030.0,SteelSeries,9.2,179.0,3/8/2022,green,133900.0
"Zig Kinetica (Blue, EU 44)",Shoes,120.0,463.0,1345.0,Reebok,8.35,707.0,1/21/2024,blue,161400.0
"IdeaPad 5 (1TB, White)",Laptops,850.0,0.0,633.0,Lenovo,8.25,162.0,8/13/2021,white,538050.0
"Mate 40 (1TB, Black)",Smartphones,1299.0,75.0,1181.0,Huawei,8.5,700.0,7/31/2020,black,1534119.0
"990v5 (Green, EU 39)",Shoes,185.0,325.0,1249.0,New Balance,8.75,549.0,6/10/2021,green,231065.0
"MacBook Air (2017) (512GB, White)",Laptops,750.0,171.0,1018.0,Apple,8.5,455.0,7/29/2025,white,763500.0
Baby Learning Table (Blue),Toys,39.99,49.0,1026.0,Fisher-Price,8.75,285.0,1/11/2024,blue,41029.740000000005
G213 Prodigy (Gray),Keyboards,49.99,105.0,853.0,Logitech,8.75,118.0,8/22/2022,gray,42641.47
Battleship (Blue),Toys,24.99,0.0,1356.0,Hasbro,8.75,624.0,10/17/2024,blue,33886.439999999995
"AirPods Max (Wireless, Red)",Headphones,549.0,17.0,1217.0,Apple,8.7,569.0,6/28/2024,red,668133.0
"IdeaPad Duet 3 (1TB, Orange)",Tablets,499.99,423.0,932.0,Lenovo,8.2,409.0,2/11/2022,orange,465990.68
"ZenBook Duo 14 (64GB, Gray)",Laptops,1800.0,313.0,554.0,Asus,8.75,100.0,12/7/2024,gray,997200.0
Ornata Chroma (Black),Keyboards,99.99,0.0,740.0,Razer,8.75,25.0,12/4/2020,black,73992.59999999999
"Surface Pro 8 (1TB, Brown)",Tablets,1699.0,208.0,665.0,Microsoft,8.85,164.0,4/22/2020,brown,1129835.0
"CrossFit Nano 9 (Yellow, EU 46)",Shoes,130.0,0.0,1137.0,Reebok,8.75,402.0,2/6/2021,yellow,147810.0
Etch A Sketch (Gray),Toys,15.99,200.0,1039.0,Spin Master,8.5,371.0,10/30/2022,gray,16613.61
"Adizero Adios Pro (Blue, EU 40)",Shoes,250.0,152.0,757.0,Adidas,8.75,53.0,4/2/2022,blue,189250.0
Xbox 360 Elite (Green),Gaming Consoles,250.0,32.0,1363.0,Microsoft,7.5,494.0,10/6/2023,green,340750.0
"Beats Flex (Wireless, Black)",Headphones,69.99,336.0,662.0,Apple,8.5,14.0,12/1/2023,black,46333.38
"P40 Pro (1TB, Brown)",Smartphones,1199.0,307.0,816.0,Huawei,8.4,356.0,8/25/2023,brown,978384.0
"MatePad T8 (512GB, Red)",Tablets,150.0,235.0,683.0,Huawei,7.5,319.0,6/7/2022,red,102450.0
Palladia Armoire (Yellow),Furniture,399.99,297.0,631.0,Sauder,8.45,47.0,9/24/2023,yellow,252393.69
"Samba (Gray, EU 46)",Shoes,100.0,172.0,1020.0,Adidas,9.2,179.0,10/22/2025,gray,102000.0
K70 RGB MK.2 (Purple),Keyboards,159.99,0.0,1108.0,Corsair,9.25,265.0,12/5/2023,purple,177268.92
"Storm Cyclone Jacket (Black, XL)",Clothing,150.0,0.0,1236.0,Under Armour,8.75,531.0,11/27/2022,black,185400.0
DeathAdder V2 (Purple),Mice,69.99,0.0,793.0,Razer,8.75,69.0,3/24/2025,purple,55502.06999999999
PlayStation 3 (Green),Gaming Consoles,100.0,0.0,1178.0,Sony,7.5,367.0,10/12/2024,green,117800.0
Wireless Mobile Mouse 4000 (Brown),Mice,29.99,0.0,776.0,Microsoft,8.2,191.0,11/2/2024,brown,23272.239999999998
"SB Icon Hoodie (Blue, L)",Clothing,65.0,305.0,897.0,Nike,8.75,179.0,10/8/2022,blue,58305.0
Battleship (Purple),Toys,24.99,0.0,849.0,Hasbro,8.5,183.0,5/25/2025,purple,21216.51
Hot and Cold Brewed System (Green),Kitchen,159.99,231.0,1341.0,Ninja,9.2,494.0,11/29/2024,green,214546.59000000003
Luxe (Gray),Watches,129.95,0.0,382.0,Fitbit,8.5,121.0,10/6/2021,gray,49640.899999999994
2-Slice Toaster (Gray),Kitchen,49.99,0.0,1301.0,KitchenAid,8.5,628.0,1/31/2024,gray,65036.990000000005
"OLED CX (55"", Gray frame)",TVs,1399.0,0.0,1126.0,LG,9.2,464.0,2/14/2020,gray,1575274.0
"Surface Go (256GB, Red)",Tablets,549.99,0.0,996.0,Microsoft,8.5,412.0,5/14/2023,red,547790.04
MX Master 2S (Purple),Mice,75.0,87.0,1076.0,Logitech,8.75,338.0,8/30/2025,purple,80700.0
Surface Mobile Mouse (Orange),Mice,34.99,349.0,1058.0,Microsoft,8.5,396.0,8/20/2020,orange,37019.420000000006
"Surface Go 2 (1TB, Orange)",Tablets,799.99,465.0,1250.0,Microsoft,8.5,669.0,3/12/2023,orange,999987.5
"511 Slim Jeans (Purple, M)",Clothing,69.5,0.0,1502.0,Levi's,8.75,746.0,8/6/2022,purple,104389.0
"Smash (Purple, EU 39)",Shoes,60.0,369.0,782.0,Puma,8.2,217.0,12/26/2020,purple,46920.0
Aerox 5 Wireless (Yellow),Mice,129.99,141.0,1480.0,SteelSeries,8.75,732.0,4/15/2022,yellow,192385.2
"SoundTrue Ultra (Wired, Blue)",Headphones,129.95,60.0,1011.0,Bose,8.75,295.0,1/31/2025,red,131379.44999999998
"MatePad T8 (256GB, Green)",Tablets,169.0,99.0,620.0,Huawei,7.5,271.0,11/21/2022,green,104780.0
Galaxy Fit (Black),Watches,99.99,270.0,653.0,Samsung,8.5,644.0,11/21/2024,black,65293.469999999994
Charge 4 (Black),Watches,129.95,58.0,454.0,Fitbit,8.4,275.0,6/4/2022,black,58997.299999999996
"iPad Pro 11 (2020) (64GB, Black)",Tablets,799.0,0.0,996.0,Apple,9.5,171.0,8/24/2023,black,795804.0
Malm Bed Frame (Purple),Furniture,249.0,0.0,559.0,IKEA,8.25,8.0,2/9/2025,purple,139191.0
Connect 4 (Purple),Toys,9.99,0.0,920.0,Hasbro,8.5,251.0,1/21/2024,purple,9190.800000000001
"RC Elite (Blue, EU 38)",Shoes,225.0,258.0,1033.0,New Balance,8.75,320.0,12/29/2024,blue,232425.0
Magic Mouse 2 (Brown),Mice,79.0,344.0,904.0,Apple,8.5,246.0,9/21/2023,brown,71416.0
"55R635 (43"", Black frame)",TVs,350.0,0.0,807.0,TCL,8.75,127.0,10/21/2024,black,282450.0
Food Processor KFP1466 (Purple),Kitchen,299.99,0.0,1443.0,KitchenAid,8.75,748.0,4/10/2025,purple,432885.57
Surface Mobile Mouse (Blue),Mice,34.99,0.0,1333.0,Microsoft,8.2,726.0,2/10/2020,blue,46641.670000000006
"Alienware m15 R3 (256GB, Black)",Laptops,1300.0,467.0,1093.0,Dell,8.5,607.0,5/15/2020,black,1420900.0
"Sportswear Club Fleece Joggers (White, XS)",Clothing,50.0,291.0,1420.0,Nike,8.75,663.0,1/23/2024,white,71000.0
"MacBook Air M2 (2022) (256GB, Orange)",Laptops,1099.0,51.0,1386.0,Apple,8.75,799.0,1/20/2020,orange,1523214.0
Fenix 7 (Orange),Watches,699.0,5.0,638.0,Garmin,9.25,491.0,5/10/2020,orange,445962.0
Sculpt Comfort Mouse (Black),Mice,29.99,0.0,1409.0,Microsoft,8.5,732.0,6/18/2024,black,42255.909999999996
"Galaxy Tab S7 (512GB, Yellow)",Tablets,749.99,69.0,1091.0,Samsung,8.8,455.0,10/6/2025,yellow,818239.09
"Yoga Smart Tab (256GB, Brown)",Tablets,300.0,0.0,724.0,Lenovo,8.5,109.0,9/24/2020,brown,217200.0
"50S535 (65"", Brown frame)",TVs,699.99,296.0,1070.0,TCL,8.75,439.0,8/15/2025,brown,748989.3
"Bravia A90J (55"", Blue frame)",TVs,1999.99,0.0,1149.0,Sony,9.3,536.0,12/17/2020,blue,2297988.5100000002
Aerox 5 Wireless (Green),Mice,139.99,364.0,1530.0,SteelSeries,8.75,790.0,2/21/2021,green,214184.7
G-Shock GA2100 (White),Watches,99.0,0.0,612.0,Casio,8.75,484.0,1/5/2020,white,60588.0
Computer Desk (Green),Furniture,129.99,430.0,916.0,Sauder,8.25,345.0,12/18/2023,green,119070.84000000001
Operation (Blue),Toys,19.99,490.0,707.0,Hasbro,8.45,61.0,10/10/2022,blue,14132.929999999998
"Legacy Lifter (Yellow, EU 44)",Shoes,200.0,0.0,1391.0,Reebok,8.75,687.0,6/28/2022,yellow,278200.0
"Evolve2 85 (Wired, Black)",Headphones,249.0,141.0,1116.0,Jabra,8.75,405.0,9/13/2020,red,277884.0
"Manchester United Home Jersey (Red, S)",Clothing,90.0,4.0,1389.0,Adidas,8.75,633.0,12/20/2023,red,125010.0
Darcy Sofa (Green),Furniture,549.99,0.0,779.0,Ashley Furniture,8.75,119.0,1/27/2021,green,428442.21
Brilliant Basics Corn Popper (Red),Toys,10.99,0.0,1429.0,Fisher-Price,8.5,747.0,8/7/2022,red,15704.710000000001
Precision Brewer (Green),Kitchen,299.95,0.0,685.0,Breville,8.75,1.0,7/11/2025,green,205465.75
Transformers Bumblebee (Black),Toys,24.99,32.0,1116.0,Hasbro,8.75,360.0,1/14/2023,black,27888.839999999997
"MacBook Air (2019) (512GB, Green)",Laptops,1099.0,177.0,1310.0,Apple,8.75,713.0,12/7/2021,green,1439690.0
Mamba Elite (Brown),Mice,89.99,63.0,959.0,Razer,8.75,240.0,11/24/2020,brown,86300.40999999999
"P20 (512GB, Purple)",Smartphones,749.0,0.0,1243.0,Huawei,8.5,666.0,10/25/2023,purple,931007.0
Three Posts Reistville Panel Bed (Red),Furniture,250.0,396.0,1000.0,Wayfair,8.5,375.0,10/13/2024,red,250000.0
"65PUS8504 (55"", Brown frame)",TVs,700.0,417.0,1074.0,Philips,8.5,495.0,11/24/2020,brown,751800.0
PS TV (Blue),Gaming Consoles,99.99,346.0,2251.0,Sony,8.5,729.0,2/9/2023,blue,225077.49
G Pro Wireless (White),Mice,129.99,0.0,1527.0,Logitech,9.25,648.0,11/19/2024,white,198494.73
PSP (Brown),Gaming Consoles,120.0,71.0,1206.0,Sony,8.75,39.0,9/8/2024,brown,144720.0
"Workout Plus (Gray, EU 42)",Shoes,85.0,0.0,1015.0,Reebok,8.5,351.0,11/6/2023,gray,86275.0
G-Shock GA700 (White),Watches,99.0,440.0,517.0,Casio,7.5,658.0,6/9/2024,white,51183.0
"Originals Trefoil Hoodie (Orange, L)",Clothing,65.0,262.0,1295.0,Adidas,8.75,569.0,4/25/2025,orange,84175.0
"Yoga Slim 7 (512GB, Red)",Laptops,950.0,369.0,604.0,Lenovo,8.75,22.0,7/31/2024,red,573800.0
"Galaxy Tab S7 FE (64GB, Brown)",Tablets,449.99,0.0,789.0,Samsung,7.8,367.0,11/22/2023,brown,355042.11
Sorry! (Brown),Toys,9.99,0.0,1343.0,Hasbro,8.5,659.0,6/18/2023,brown,13416.57
"5-Series S546 (65"", Gray frame)",TVs,699.0,340.0,587.0,TCL,8.45,52.0,3/13/2021,gray,410313.0
Porter Panel Bed (Red),Furniture,500.0,0.0,1119.0,Ashley Furniture,8.5,513.0,8/30/2024,red,559500.0
"iPhone 13 (128GB, White)",Smartphones,699.0,235.0,1463.0,Apple,9.2,713.0,3/13/2025,white,1022637.0
"iPhone X (512GB, Green)",Smartphones,999.0,245.0,585.0,Apple,8.75,11.0,4/20/2025,green,584415.0
"4-Series 55S435 (50"", Green frame)",TVs,299.99,0.0,756.0,TCL,7.8,322.0,7/26/2022,green,226792.44
Pico (Purple),Gaming Consoles,100.0,0.0,1467.0,Sega,7.5,531.0,10/24/2021,purple,146700.0
"Bravia X950H (65"", Black frame)",TVs,1199.0,325.0,950.0,Sony,8.75,403.0,3/13/2025,black,1139050.0
"Galaxy S20 (512GB, Brown)",Smartphones,1199.0,0.0,660.0,Samsung,8.75,117.0,11/16/2022,brown,791340.0
Master Prep Professional (Brown),Kitchen,49.99,363.0,795.0,Ninja,8.75,67.0,7/4/2020,brown,39742.05
Natural Ergonomic Keyboard 4000 (Gray),Keyboards,49.99,0.0,1149.0,Microsoft,8.5,466.0,8/26/2025,gray,57438.51
Cottage Road Coffee Table (White),Furniture,150.0,423.0,705.0,Sauder,8.25,134.0,6/15/2021,white,105750.0
"ThinkPad X1 Carbon (7th Gen) (256GB, Red)",Laptops,1100.0,0.0,592.0,Lenovo,8.75,30.0,6/21/2023,red,651200.0
Edge Water Computer Desk (Green),Furniture,200.0,296.0,1223.0,Sauder,8.5,553.0,8/1/2024,green,244600.0
"Galaxy Tab Active3 (256GB, Red)",Tablets,650.0,270.0,880.0,Samsung,8.25,395.0,6/10/2025,red,572000.0
7800 (Green),Gaming Consoles,199.99,54.0,1544.0,Atari,8.75,269.0,3/23/2020,green,308784.56
Technic Bugatti Chiron (42083) (Green),Toys,349.99,483.0,978.0,LEGO,9.45,107.0,10/5/2020,green,342290.22000000003
Bluetooth Keyboard (Brown),Keyboards,49.99,498.0,1529.0,Microsoft,8.75,773.0,8/4/2021,blue,76434.71
Monster Jam RC (Gray),Toys,79.99,69.0,876.0,Spin Master,8.5,233.0,3/26/2023,gray,70071.23999999999
"Rox Wireless (Wired, Orange)",Headphones,79.99,0.0,1230.0,Jabra,8.4,571.0,7/18/2020,red,98387.7
"Air Force 1 (Red, EU 42)",Shoes,120.0,469.0,1014.0,Nike,8.75,293.0,5/15/2020,red,121680.0
"iPad Pro 12.9 (2021) (1TB, White)",Tablets,1799.0,0.0,888.0,Apple,9.55,196.0,2/2/2021,white,1597512.0
Game Boy Advance (Orange),Gaming Consoles,80.0,409.0,1328.0,Nintendo,8.5,169.0,1/5/2025,orange,106240.0
