"id","imdb_id","imdb_score","imdb_votes","tmdb_score","tmdb_popularity"
"tm198496","tt4530184",6.6,3266,6.7,4.73
"tm245102","tt4034208",6.2,1820,5.8,5.453
"tm215054","tt4835636",6.3,1955,6,5.362
"tm271839","tt6217368",6.5,1528,6.3,2.747
"tm245297","tt5001772",7.6,2191,7.6,3.257
"tm266629","tt5946232",6.6,1905,6.6,2.156
"ts42218","tt5676412",6.5,554,7.5,243.868
"tm220473","tt4392266",7.1,478,6.9,2.333
"tm245148","tt5849950",7.7,5420,7.3,4.802
"tm274053","tt4109268",6.6,737,5.9,2.227
"tm239762","tt5151716",6.6,4391,6.6,6.569
"tm197503","tt4333674",7,6262,6.2,2.332
"tm201906","tt3544218",6.7,4519,5.9,4.889
"ts38769","tt5672036",6,2072,5.1,16.004
"tm233344","tt4900716",7.7,26130,7,8.129
"tm240162","tt4434004",7.7,30276,7.2,8.861
"tm211478","tt3148502",7.3,27331,6.6,6.88
"ts41294","tt4354042",6.7,649,5.9,5.022
"tm244758","tt3105662",4.8,939,4.5,3.056
"tm321189","tt6079360",6.5,579,6.1,1.802
"ts41485","tt5606154",8.2,4326,7.8,2.184
"tm245722","tt4460854",4.9,1525,5.3,3.964
"ts53543","tt6703344",6.3,214,8,11.974
"tm282915","tt6213810",5.7,896,6.8,12.341
"ts53149","tt6168004",6.9,297,8,5.348
"ts83224","tt5698140",7.6,892,8.2,2.503
"tm232931","tt5352432",6.6,1520,6.4,4.087
"tm227922","tt4199110",5.7,701,4.8,2.405
"ts74917","tt5815824",5.7,446,6.5,2.719
"tm272854","tt5156746",6.2,5550,6.6,5.209
"tm233015","tt4399594",5.4,4840,5.8,5.517
"tm139590","tt1929433",4.3,377,4.2,1.835
"tm242422","tt5598110",6.1,4275,5.844,8.117
"tm252245",NA,NA,NA,7.4,5.399
"tm193211","tt6876670",7.6,12593,7.2,6.24
"tm270555","tt5952534",7.9,3243,7.6,3.919
"tm236999","tt4631532",6.7,4228,7.2,17.857
"ts224440",NA,NA,NA,NA,0.903
"ts42155","tt5759196",6,604,7,6.585
"tm233570","tt4842270",4.6,297,4.8,2.213
"ts55556","tt5231950",8.4,341,9.2,4.43
"tm233023","tt4970632",7.5,3653,7.1,2.89
"ts41151","tt5301958",7.9,846,7.8,2.29
"tm193388","tt4088588",7.9,3893,7.5,2.918
"tm234466","tt7799740",5.4,230,6,3.125
"tm376111","tt5485482",3.7,303,6.5,4.126
"tm239769","tt4679136",6.6,1364,6.5,3.096
"ts82582","tt7131694",7.1,16,NA,0.672
"ts43341","tt4790548",6.3,7,7.8,2.932
"tm540757","tt5714802",6.5,90,NA,1.147
"tm207668","tt3679000",5.4,6424,5.6,4.913
"ts54010","tt6968336",6.3,266,7.6,10.522
"tm228839","tt6450052",5.6,20155,5.2,3.728
"tm233366","tt4814290",7.3,12816,6.9,10.676
"tm230524","tt6449458",5.4,19,5.1,2.234
"tm233157","tt4788934",5.4,2121,5.8,16.724
"tm245042","tt5805252",7.6,1503,6.1,1.495
"ts55223","tt5674272",6.2,357,6,1.849
"tm239947","tt5710042",4.1,3476,4.2,7.517
"tm315345","tt4078252",7.5,525,7.5,1.239
"tm239774","tt4855748",5.3,7021,6,16.887
"tm270982","tt5712152",6.6,1722,6.5,2.458
"tm238829",NA,NA,NA,5.9,24.391
"tm233196","tt5213744",5.4,994,6,9.284
"tm246056","tt5602318",7.3,919,7.4,3.186
"tm311494","tt4379536",6.1,1329,5.8,11.308
"tm244635","tt4778424",5.8,275,4.9,6.235
"tm227044","tt4007558",3.6,5723,4.9,3.961
"ts75897","tt6040768",6.8,259,7.4,3.954
"tm246579","tt5167174",5.9,726,5.9,3.352
"ts81898","tt6312916",7.4,122,8,2.376
"ts84398","tt6522580",8.2,6542,7.8,6.822
"tm244868","tt5448246",5.4,128,6.2,1.4
"tm245155","tt4943218",5.1,2004,4.8,5.348
"ts52825","tt6353308",7.7,800,7.2,10.875
"ts54022","tt6588218",7.4,997,7.9,6.928
"tm245293","tt4990516",7.7,1678,7,1.728
"tm456667","tt7254796",4.3,74,NA,0.6
"tm232832","tt4677578",6.6,1410,6.9,17.587
"ts51367","tt5937754",7,2324,6.2,5.537
"tm239933","tt5979312",5.8,649,6.4,8.11
"ts53346","tt6370626",3.5,500,5.8,2.452
"tm228657",NA,NA,NA,6.7,2.371
"tm247644","tt5186874",5,371,5.2,3.314
"tm212968","tt1239242",6.1,863,5.4,2.311
"tm211424","tt4354740",6.3,2262,7,3.51
"ts35505","tt3701442",7.3,503,6.3,2.488
"ts78442","tt5697642",6.7,590,7.8,2.881
"ts43258","tt4853764",8.7,1323,8.8,3.572
"tm230927","tt3730510",5.3,1856,5.7,5.176
"tm244577","tt6093452",6.4,1039,6.9,7.811
"tm227523","tt7440582",6,265,5.3,2.484
"ts82327","tt7038964",7,101,8,0.662
"tm230426","tt4448304",5.7,964,7.1,9.086
"ts248736","tt7128052",7.3,103,NA,NA
"tm240728","tt5457520",6.7,2001,6.6,3.337
"tm283938","tt4796634",6.1,1700,6.8,4.445
"ts55966","tt7598452",6.7,54,7.7,7.272
"tm236705","tt5547496",5.5,117,5.2,1.481
"tm244923","tt5684860",7.3,3692,6.9,4.392
"tm266622","tt6081882",6.6,2880,6.4,5.957
"tm134052","tt2614722",6.6,1472,5.8,2.265
"tm246543","tt4641248",6.3,1343,6.2,3.262
"ts53065","tt6212990",6.8,582,7.2,3.778
"tm272484","tt6209400",7.2,2657,6.8,3.242
"tm252609","tt6068284",5.6,227,7.2,2.062
"tm234064","tt5105218",6.3,382,5.8,1.352
"tm240733","tt5089786",7.5,6248,7.5,8.137
"tm230478","tt5280664",6.5,691,7.3,1.929
"tm267419","tt6023444",7.4,4547,6.7,3.272
"tm232930","tt5290620",1.9,4356,3.1,4.658
"tm149212","tt4160256",7.2,676,7.1,2.034
"tm243931","tt5140248",7.5,940,7.7,1.134
"tm307997","tt5351044",5,783,5.4,16.734
"tm235227",NA,NA,NA,6.7,2.465
"tm219699","tt3469244",5.9,9281,5.6,3.083
"ts285233",NA,NA,NA,NA,0.855
"tm234136","tt3625516",3.6,1111,4.3,1.593
"tm239764","tt5943936",6.5,1674,6.7,2.286
"tm225675","tt5038776",6.7,722,6.2,1.77
"tm244380","tt5755912",6.6,766,6,3.331
"tm526163","tt2797146",NA,NA,NA,NA
"ts54117","tt4588068",6.3,57,8,1.722
"tm244079","tt5886430",7.3,304,7.3,2.632
"tm263743","tt6011480",5.2,764,5.3,6.038
"tm246485","tt5559394",7.5,3310,6.8,2.982
"tm267017","tt5183654",4.7,1008,4.5,2.205
"tm224255","tt4971824",6.9,1405,6.7,1.669
"ts38812","tt9556710",7,304,8,3.34
"tm234292","tt2903370",5.7,223,5.7,1.309
"tm238717","tt5435084",6.3,1705,6.5,2.115
"ts38813","tt6015820",5.2,48,7.3,1.49
"tm271974","tt4764566",5.5,356,5.4,2.616
"tm193378","tt4073952",6.8,2616,6.7,3.345
"tm201855","tt4467262",4.6,3157,5.6,1.508
"ts21876","tt6131630",6.5,195,6.5,6.79
"tm232267","tt5339586",4.4,288,5.1,2.565
"tm272012","tt6111628",5.1,226,4.3,2.149
"tm217986","tt3422462",4.5,1284,6.4,4.372
"tm215911","tt3724898",2.8,852,2.8,3.316
"tm327551","tt5356680",7.7,280,7.2,2.143
"tm238486","tt5066564",5.6,875,6.4,2.294
"tm295349","tt6475778",5.7,71,5.7,1.235
"tm233648","tt5087462",6.5,1062,5.6,2.368
"tm286268","tt6475636",5.2,120,3.7,1.645
"tm214589","tt4628812",6.5,305,6.8,1.875
"tm811691",NA,NA,NA,10,0.957
"tm375681","tt5998744",5.1,721,5.7,2.201
"tm316567","tt5923040",6.1,296,7.8,2.529
"tm218683","tt3521770",7.3,81,NA,2.528
"tm243070","tt5686120",3.6,88,2,0.763
"tm247444","tt5323386",6.6,330,8,1.611
"tm224275","tt3815424",7,720,5.9,2.069
"tm66466","tt0315642",7.2,18681,6.6,5.319
"tm340927","tt6278732",6.5,165,9,2.208
"tm219739","tt4202506",6.3,259,5.7,1.539
"tm231911","tt4944460",7,496,7.8,1.504
"tm242002","tt5571712",5.9,652,6.2,1.921
"ts81027","tt6409112",7,63,NA,1.4
"tm554110","tt5036924",5.6,121,NA,2.017
"tm211273","tt4703660",6.8,1506,6.9,2.027
"tm860487",NA,NA,NA,7.4,1.989
"ts83449","tt6093070",5.5,326,9,2.334
"tm273933","tt5861260",6,515,6.1,1.945
"ts83450","tt6506806",7,229,6.4,2.265
"ts53017","tt9874364",6.8,82,9.7,3.482
"tm549892","tt5314138",1.5,388,NA,1.81
"tm528287","tt6418390",6.5,12,NA,NA
"tm317850","tt8332742",6,24,5,1.512
"tm494288","tt8857316",NA,NA,NA,1.4
"tm452046",NA,NA,NA,6.3,0.724
"tm207734","tt4624852",6.4,1540,6.2,2.593
"ts52950","tt6954524",7.7,98,8,2.05
"tm244842","tt5891626",7.3,516,6.3,2.117
"ts83454",NA,NA,NA,NA,1.365
"tm350159","tt9741588",6.4,21,4,0.671
"tm226320","tt4974684",6.7,9056,6.6,3.656
"tm279828","tt6271264",6.8,373,6.4,1.936
"tm319354",NA,NA,NA,5.5,1.605
"tm275726","tt6268852",7,235,6.5,3.487
"tm311456","tt5748380",6.2,2707,6.3,3.082
"tm350374","tt5580778",7.3,253,7.4,2.513
"tm296203","tt6379048",5.4,874,5.1,1.508
"tm235232","tt4453286",4.3,780,NA,1.441
"tm234773","tt4334636",7.4,1168,6.8,1.814
"tm243849",NA,NA,NA,7.1,4.355
"tm257141","tt5753806",6.2,696,6,1.519
"tm234069","tt5114588",6.3,10439,6.2,3.703
"tm278279","tt6045798",6.7,545,7,1.674
"tm232947","tt5240748",5.5,1901,5.6,2.608
"tm290157","tt5254198",6.8,76,7.5,1.278
"tm247396","tt4677816",6.6,32,7,1.46
"tm246810","tt2909396",2.7,283,3.8,2.241
"tm239078","tt9769714",5.4,159,4,0.886
"tm562821","tt4658908",5.4,61,NA,NA
"tm282988","tt6959666",4.7,70,6.2,1.004
"tm215265",NA,NA,NA,5.9,2.209
"tm211571","tt5016660",4.5,3170,4.2,2.395
"tm242906","tt5877882",5.8,32,7.6,2.974
"ts253685",NA,NA,NA,NA,0.846
"tm368725","tt3764686",6,365,7,1.654
"tm1223831","tt20765946",NA,NA,NA,NA
"tm203056","tt4899096",6.2,5092,5.8,4.497
"tm233463","tt4994718",5.3,310,6.1,2.76
"tm313374",NA,NA,NA,7,0.6
"tm283909","tt6271110",4.4,208,6.7,1.339
"tm235005","tt4452274",5.1,183,NA,1.396
"tm533845","tt6069058",6.1,39,7,0.632
"tm267112","tt2174084",5.1,299,4.8,3.637
"tm247767","tt5348954",5.9,1248,4.3,1.511
"tm198842","tt4324242",5.2,1900,5.1,1.672
"tm232855","tt3860092",7.2,332,8.1,2.11
"ts91990","tt9583184",8.3,45,9,0.6
"tm421214",NA,NA,NA,6.5,1.781
"tm350044",NA,NA,NA,6.5,1.21
"tm424879","tt5659164",6.6,185,6,4.102
"ts53513","tt6273088",8,115,8.4,0.688
"tm245050","tt5811182",5,124,6.9,1.811
"tm247159","tt5357902",4.8,101,6,1.02
"tm244041","tt6999080",4.5,30,5,1.4
"tm407961","tt4527090",5,50,5,0.714
"tm225416","tt4841640",3.7,161,5.1,1.889
"ts82475","tt7131688",6.1,14,NA,0.6
"tm198786","tt4377918",7,853,7,2.393
"ts249161","tt5528490",7.1,148,NA,NA
"ts107658","tt8879588",7.5,12,NA,NA
"tm232090","tt5073746",5.4,473,5.7,2.707
"tm571645","tt4172758",7,79,7,0.956
"tm350727","tt6200274",2,255,6.2,1.389
"tm212909","tt3837166",6.3,511,7.6,2.177
"tm233121","tt5191238",5.5,3524,5.8,3.847
"tm272666","tt5755796",5.9,189,6.5,1.812
"ts56544",NA,NA,NA,NA,1.674
"tm245791","tt5514296",7.1,1536,6.9,2.471
"tm271333","tt6088634",6.1,275,5.6,2.802
"tm409220","tt6660922",6.6,63,5.5,0.954
"tm421382","tt6115284",6.3,34,NA,0.712
"tm1063792","tt4661188",NA,NA,NA,NA
"tm234735","tt4396648",6,414,7.2,1.167
"ts77795","tt7120662",8.4,34026,8.1,16.567
"ts56683","tt6048596",7.9,118746,7.5,51.938
"tm312676","tt8324306",7.1,58727,6.8,14.795
"ts53864","tt5071412",8.5,300454,8.245,146.805
"tm239091","tt1856101",8,549712,7.5,67.788
"ts55668","tt5753856",8.7,363469,8.4,164.601
"tm313149","tt1413492",6.5,79980,6.2,67.199
"tm244208","tt1396484",7.3,527626,7.234,95.827
"ts81064","tt8103070",7.2,30634,8.5,230.337
"ts81294","tt8421350",7.1,53185,7.7,145.572
"ts53023","tt5420376",6.6,141250,8.531,341.862
"tm244259","tt5362988",7.7,244463,7.427,26.743
"tm310953","tt5688932",6.9,77407,6.8,10.334
"tm232797","tt5013758",7.8,619645,7.5,36.684
"ts78801","tt7221388",8.5,166830,8.167,331.306
"tm366889","tt6266538",7.2,139439,7.059,16.962
"ts42405","tt5290382",8.6,261429,8,37.904
"tm315174","tt5776858",7.4,130006,7.3,14.833
"ts56768","tt6468322",8.2,461688,NA,1.4
"ts83970","tt7414406",7.6,9704,8.272,33.102
"ts79813","tt7335184",7.7,230119,8.1,85.558
"tm315344","tt4209788",7.4,167955,7.147,25.929
"tm318206","tt1259528",7,110108,6.7,47.326
"ts77398","tt5232792",7.3,98084,7.654,55.052
"ts81884","tt7493974",8.1,118124,7.9,19.085
"ts82584","tt6601082",4.9,3153,6.4,17.577
"ts74816","tt6877772",8.1,30399,7.6,17.642
"ts75151","tt5516154",7.6,27,7.754,16.273
"ts77955","tt7752034",8.2,4850,7.4,9.24
"ts58133","tt5618256",8.1,58120,7.7,18.55
"ts58433","tt6763664",8.6,231950,8.1,50.336
"tm266714","tt0493405",6,46783,6.1,34.887
"tm425889","tt6412452",7.3,144294,7.145,32.555
"ts42477","tt4378376",8.4,23638,7.9,33.053
"ts54102","tt2261227",7.9,164872,7.8,52.901
"ts56261","tt6517102",8.3,62722,8.3,50.499
"ts84785","tt15438396",7.2,21280,7.3,15.079
"tm244220","tt4555426",7.4,193208,7.351,21.927
"ts57465","tt6128300",7.2,21637,8.2,49.457
"tm367185","tt7681968",8.4,25061,8.1,8.47
"ts57120","tt6474378",7.7,50919,8.1,33.403
"ts57850","tt2452242",8.1,38172,7.5,13.215
"ts74823","tt5669422",6.9,8639,6.6,8.032
"ts53663","tt6143796",7.7,16488,7.9,23.833
"ts75097","tt5580146",7.7,77069,7.4,14.064
"ts79229","tt7768848",8.1,29939,7.95,9.646
"tm287684","tt5638642",6.3,95551,6.2,24.321
"ts55982","tt5421602",8.7,52756,8.8,150.37
"tm244174","tt3967856",7.3,116305,7.415,25.911
"ts76243","tt6257970",8.1,182217,8.2,50.694
"ts77852","tt7539608",5.8,806,8.6,21.406
"ts56969","tt6315640",8.3,81643,8.3,37.513
"tm288010","tt5254610",5.7,11967,6.1,17.411
"ts39015","tt4834206",7.8,59959,7.345,55.144
"ts81208","tt6394324",4.6,16533,7.427,92.694
"tm300280","tt6333080",7.7,830,8.2,1.771
"tm244364","tt4068576",7.3,29758,7.2,25.696
"ts58155","tt1034007",7.7,32177,7.3,13.586
"ts269185","tt6459472",7.9,1292,8,2.879
"ts53198","tt5339440",8.1,16167,8.1,17.017
"tm359978","tt4236484",7.4,31208,8,33.53
"tm414073","tt3588588",3.8,4453,5.4,19.984
"ts84328","tt7153034",6.7,2152,7.5,20.189
"ts53545","tt5580540",7.8,66326,7.5,19.982
"ts58367","tt7902072",7.2,42239,6.9,9.531
"ts55798","tt6461346",8.5,8066,8.5,25.007
"tm412550","tt5304992",6.5,51861,6.9,18.364
"tm299741","tt1869347",6.3,24033,6.4,10.188
"tm239286","tt2548396",5.5,104068,5.6,21.122
"tm272060","tt1536537",6.8,121772,7.2,60.669
"ts241248","tt12427840",4.7,570,7.1,3.372
"tm266666","tt3748172",6.5,106451,6.4,21.014
"tm288499","tt6155172",7.7,155787,7.7,12.745
"tm370212","tt6306064",6.6,55597,6.9,17.991
"tm244191","tt5592248",6.8,21,5.9,26.24
"ts72247","tt5363918",7.2,59907,7.561,49.462
"ts75879","tt6524350",7.9,76088,7.9,61.436
"tm350379","tt6195094",6.4,31379,7.4,34.263
"ts74809","tt4555364",6.7,20112,7,28.09
"ts55720","tt0784878",8,45533,7.4,17.486
"tm350","tt4334266",5.2,31275,5.3,18.249
"ts312241","tt16351432",6.4,1512,8,8.612
"tm320570","tt5610554",7,57576,6.8,13.592
"ts52821","tt5670764",7.2,6175,6.9,10
"tm357589","tt1289403",7.3,45626,7.5,12.645
"ts82189","tt6357658",6.7,6041,8.1,207.49
"tm233482","tt1615160",7,113338,6.8,32.05
"tm320281","tt6628790",5.3,735,6.4,4.174
"tm319818","tt6679794",6.9,70822,6.8,24.14
"tm414887","tt6987770",6,29546,5.7,19.069
"ts82849","tt7255502",8.2,38900,7.6,18.106
"ts55781","tt6519410",7.4,11068,7,17.457
"ts78305","tt7134908",7.4,75337,8.1,224.739
"ts56648","tt6502890",8.2,14,7.5,8.556
"ts42294","tt1837492",7.5,286015,7.748,80.574
"tm374132","tt2737304",6.6,331070,6.9,47.18
"tm280828","tt4225622",6.4,86953,6.102,52.287
"ts54054","tt5212822",7.8,13529,7.3,17.273
"ts77518","tt7808344",7.7,2153,8.274,49.106
"ts82526","tt8714904",8.4,82042,7.9,92.102
"ts57055","tt6045840",6.1,24646,7.2,45.271
"ts84574","tt8772088",7.7,2447,8.3,4.037
"tm371380","tt7525778",5.5,17858,6,20.72
"tm244197","tt4154916",5.5,37340,6.1,27.644
"tm420348","tt8361028",5.9,31542,5.8,12.204
"ts77563","tt6782014",8.1,3656,8,3.279
"ts76458","tt6616260",7.2,9068,6.6,18.234
"ts77824","tt7829834",7.8,5581,7.6,8.217
"ts77197","tt6297682",7.7,15323,7.4,9.766
"ts78558","tt7259746",8.5,18710,7.8,15.751
"ts76869","tt7078180",8.4,20919,8.674,43.782
"ts84280","tt8993398",8.1,11117,8.8,61.635
"tm435086","tt4006302",6,11823,6.8,69.48
"tm414285","tt3444312",6.8,18165,6.4,9.689
"tm244206","tt5536736",6.9,48223,6.5,12.045
"ts79926","tt7818686",8.4,3686,8.4,2.462
"tm273294","tt5710514",6.9,55549,6.5,12.544
"tm280060","tt5267472",5.4,4496,6.5,9.814
"ts76865","tt6660498",7.6,19465,7.887,37.228
"tm226948","tt2872518",6.2,35748,7.5,110.758
"ts83999","tt6385540",8.5,10283,8.3,18.535
"tm371900","tt6218358",6.8,28788,6.5,9.761
"tm271951","tt6217306",6.3,51890,6.1,14.414
"tm244332","tt4669264",6.4,22065,6.3,10.945
"tm410435","tt8179390",7.1,101175,7.7,83.421
"ts78430","tt6729080",6.7,17774,6.4,23.364
"ts82228","tt8673610",7.5,2270,8.3,16.706
"ts58025","tt13160278",6.5,661,8.1,11.9
"ts82597","tt8688814",8.4,22187,8.3,31.275
"tm362881","tt6900448",7,14983,7.2,52.562
"ts87369","tt9498102",7.7,2848,8.1,12.127
"tm221953","tt4849438",8.2,94421,7.3,38.877
"tm227940","tt3335606",6.2,25149,6,15.339
"tm311815","tt6333060",7.9,49269,7.7,9.623
"ts55645","tt6587094",8.3,4671,7.7,5.86
"ts81331","tt7745956",7.8,15584,8.8,26.73
"tm362098","tt6952960",6.7,15974,6.6,15.809
"ts80856","tt7569592",7.4,91958,8.306,80.61
"tm317542","tt6214928",6.2,62508,5.9,17.275
"tm313683","tt5862312",6.2,41284,6.2,55.175
"tm414220","tt6957966",5.7,14829,6.8,15.703
"tm299677","tt5057140",5.6,36928,5.318,16.591
"tm244325","tt1464763",5.4,35158,5.6,15.734
"tm435916","tt7772580",6.1,42403,6.5,12.684
"tm433228","tt7615302",6.4,12452,6.7,13.425
"tm244307","tt5519340",6.3,185996,6.2,36.593
"ts80705","tt8342862",7.5,27987,7.5,9.635
"ts78080","tt7078710",7.5,18621,7.8,17.251
"tm346943","tt1880399",6.8,16821,6.8,8.641
"tm233362","tt5155780",6.2,34092,6.3,11.237
"ts80035","tt6903284",5.8,13222,5.6,10.291
"ts82560","tt8725166",7.5,7233,6.5,6.668
"tm310706","tt3201640",5.8,52635,6.009,28.029
"tm244233","tt4572792",6.5,27262,7.5,17.456
"tm317566","tt3654796",6.4,25671,6.322,14.489
"tm422491","tt6749318",4.2,3244,5.6,14.407
"tm449070","tt9495224",7.1,125229,6.8,17.397
"tm315340","tt6116856",6.9,25839,6.8,12.473
"tm307283","tt3860916",6.3,43232,6.4,18.142
"ts84010","tt7371868",7.1,5007,7.3,10.479
"tm366567","tt5783956",6.4,48885,6.6,15.879
"ts55962","tt5707802",6.1,25232,6.4,16.376
"tm300615","tt2396589",7.4,47676,7.4,9.749
"ts56480","tt5103758",3.9,13815,6.5,12.655
"tm243326","tt5419536",6.1,42608,5.919,21.915
"ts57424","tt6560040",7.2,10234,7.1,18.051
"ts56511","tt5674718",7.6,13855,7.9,44.083
"tm349803","tt7214762",7.6,25948,7.6,10.704
"tm323634","tt5709188",5.3,11920,6.3,32.431
"tm316414","tt1999890",5.5,16976,5.6,15.417
"ts80523","tt8019444",8,6195,7.2,13.244
"tm434202","tt2386237",4.8,13772,5,8.289
"ts75772","tt7453996",7.6,5482,7.4,5.014
"ts121489","tt6873926",5.5,1900,5.6,8.441
"ts77957","tt7889220",8.1,9159,7.3,11.301
"ts78452","tt6712390",6.4,6553,6.6,11.958
"ts78356","tt6656238",7.3,616,7.415,98.788
"ts86296","tt8914684",8.1,8113,8,5.099
"tm410742","tt6752992",7.5,18006,7.4,8.295
"ts79422","tt6987788",7.4,4742,7.6,8.521
"ts78298","tt7923710",9.1,6043,8.9,13.025
"ts88783","tt9527662",4.9,225,6.8,14.694
"tm244229","tt4964788",6.9,34365,6.5,11.374
"ts56038","tt6963504",8.7,2798,7.6,4.516
"ts57439","tt6106704",7.6,8313,7,9.193
"ts53936","tt6478318",8.4,17727,8.1,7.297
"ts56481","tt4955480",7,6810,6.5,8.665
"tm348993","tt7280898",6.8,33609,7.2,33.575
"tm427308","tt8314254",6.3,127,7,1.339
"ts85895","tt8285216",7.3,8792,7.4,14.306
"ts82302","tt6487482",6.5,28006,7.9,81.348
"tm245176","tt2582576",6.3,23158,6.5,27.077
"ts82281","tt12317724",6.2,27,NA,11.922
"ts81344","tt8005374",8,9079,7.7,11.637
"tm240076","tt5173032",6.2,10490,6.2,6.82
"ts77525","tt7053920",8,5651,7.7,5.924
"tm298084","tt5607714",7.5,27504,7.2,7.285
"tm423436","tt7545524",6.7,21735,6.6,12.478
"ts85568","tt6811236",7.1,8536,6.9,17.902
"ts77474","tt7094780",8.7,7054,8.516,16.097
"tm368449","tt6394284",7.2,19023,7,7.974
"tm433381","tt6908274",7.4,54188,7.5,19.839
"tm349278","tt6243140",5.8,9205,5.8,10.328
"tm363488","tt7689964",7.6,14182,7.6,8.258
"tm315424","tt6520524",5.8,5457,5.8,5.109
"ts57303","tt5565334",6.9,20555,6.5,6.906
"tm310899","tt5360996",5.9,10364,6.3,54.725
"ts56594","tt5884792",6.7,10153,5.8,14.558
"ts76313","tt8453436",7.4,1756,8.6,3.589
"tm417496","tt4878482",6.5,33689,6.8,11.4
"tm352588","tt4357394",5.8,31218,6.2,10.801
"ts79660","tt7573024",6.6,1890,7.3,24.556
"tm314477","tt5808778",6.1,5892,6.6,14.034
"ts75263","tt1149367",7,4239,6.2,1.898
"tm368241","tt6958014",5.2,3978,5.5,10.766
"tm503797","tt8172146",NA,NA,5.5,3.532
"tm244175","tt1730768",7,43091,7.4,23.231
"tm321224","tt3317234",5.4,30218,5.5,14.358
"ts90596","tt8673042",6,125,6.8,11.971
"tm416105","tt8075256",7.1,2616,6.6,3.734
"tm285107","tt5816682",6.8,35690,7,11.743
"tm319882","tt5153236",6,6449,6,10.323
"tm420274","tt8465676",8.1,12375,8.1,7.538
"tm233294","tt4758646",6,46276,5.552,12.235
"tm320255","tt6788942",7.6,20571,8,20.398
"ts83745","tt8139862",8.5,3593,8.2,2.09
"ts57814","tt7131720",7.2,9035,8.3,54.832
"ts85810","tt7035576",7.3,1288,6.3,70.264
"tm412623","tt3799232",5.9,82858,7.3,77.096
"ts84904","tt6898970",6.8,7876,6.8,16.069
"tm374313","tt2249081",5.9,2479,6.1,6.197
"ts41527","tt5503718",6.8,16229,6.4,13.857
"tm411311","tt5789976",5.5,14418,5.4,9.215
"ts215037","tt10498322",5.6,347,NA,NA
"tm368040","tt6973848",4.8,30698,5.4,17.97
"tm324155","tt3501112",5.7,18943,6.2,31.419
"ts84533","tt8891990",6.6,359,6.6,7.273
"tm244148","tt2388771",6.5,61622,6.5,24.646
"ts55231","tt6333098",8.4,5306,8,12.42
"tm363248","tt5566790",6.7,16158,6.5,10.633
"ts57082","tt6010920",7.4,11233,6.9,5.878
"tm420745","tt5246700",5,52709,5.3,18.214
"tm217228","tt1241317",4.5,84119,4.2,22.306
"ts83455","tt7608238",7,5312,6.5,5.968
"ts79234","tt7741824",6.4,3736,7,82.194
"tm426274","tt7395452",5.7,4405,6.2,10.276
"tm363103","tt6854248",6.5,2665,6.5,4.334
"tm139885","tt0069049",6.7,7104,6.7,7.453
"ts84056","tt6970700",7.4,4764,7.3,29.714
"tm244317","tt6143418",6.8,47025,7.2,22.167
"tm219259","tt2417712",5.8,13717,5.7,13.329
"ts86169","tt0914376",7.3,5950,7,6.592
"ts57947","tt6136644",6.9,2387,6.6,9.078
"ts113109","tt7978538",8.6,212,9.5,10.667
"ts56670","tt6333104",6.6,2210,7.1,13.181
"tm370232","tt7681824",6.9,4303,6.5,6.702
"tm431347","tt8948614",7.5,1400,7.5,4.004
"tm211554","tt6856700",5.3,21834,5.2,10.535
"ts75164","tt6562134",5.5,113,7.6,2.839
"ts57210","tt6503244",5.8,3184,6.5,5.658
"tm292837","tt5121816",6.3,26370,6.3,11.671
"ts81542","tt2372708",7.1,4266,7.1,10.299
"tm351101","tt5592878",6.4,11653,6.377,15.977
"tm328443","tt3967878",5.9,5138,6.4,17.354
"tm367065","tt7472352",7.4,5145,7.5,6.081
"tm281935","tt6360762",5.6,49478,6.3,20.005
"ts79157","tt7944664",7.1,4844,7.8,18.671
"ts57964","tt4858114",5.3,717,7.2,17.661
"tm439484","tt6829180",5.2,7597,5.2,24.328
"ts84930","tt9170638",7.1,5386,7.7,11.69
"tm306301","tt6516314",5.5,7598,5.8,8.611
"tm139545","tt6276110",6.2,25608,6.2,11.155
"ts83906","tt8893550",8.4,10058,7.7,18.216
"tm374454","tt5672286",7.2,2171,7.3,6.194
"ts78382","tt7879820",7.9,16106,8.5,31.784
"ts80519","tt6714408",4.7,382,8.4,7.221
"tm423373","tt8108198",8.2,90237,7.7,13.893
"tm349800","tt2338454",5.5,19444,6,8.72
"ts77600","tt7603386",7.1,633,6.6,1.692
"tm284015","tt5791536",7.4,3865,6.9,3.593
"ts83540","tt8235236",6.8,17779,7.6,29.709
"ts56201","tt7584168",3.4,750,5.6,8.75
"tm289181","tt6408226",6.3,16654,6.1,34.214
"tm312767","tt6536944",5.3,320,7.2,20.596
"tm436470","tt9099102",5,4403,6.342,16.09
"ts55491","tt6467294",6.2,5957,6.5,14.04
"ts84243","tt7645192",6.8,11202,8,38.201
"ts57822","tt5770788",6.7,7550,7.1,8.196
"ts79020","tt6600720",8,4322,7.5,5.542
"ts84779","tt9077192",4.6,3193,7,19.435
"tm411415","tt6214722",7.9,1285,7.7,3.925
"ts83561","tt8063174",5.4,3087,6.5,13.712
"tm370392","tt6821012",5.2,21855,5.4,10.24
"tm300184","tt3171832",6,22594,6,14.284
"ts58225","tt15250768",6.6,1259,5.8,2.314
"tm414962","tt8765496",5.9,4249,6.2,13.478
